timestamp,object,message
2026-06-27T02:43:59.064Z,frontend,[deps 1/4] FROM docker.io/library/node:22-alpine@sha256:16e22a550f3863206a3f701448c45f7912c6896a62de43add43bb9c86130c3e2
2026-06-27T02:43:59.069Z,backend,[internal] load .dockerignore
2026-06-27T02:43:59.069Z,backend,[internal] load .dockerignore
2026-06-27T02:43:59.087Z,backend,[1/5] FROM docker.io/library/python:3.12-slim@sha256:6c4dd321d176d61ea848dc8c73a4f7dbae8f70e0ee48bb411ea2f045b599fa8e
2026-06-27T02:43:59.087Z,backend,[internal] load build context
2026-06-27T02:43:59.087Z,backend,[internal] load build context
2026-06-27T02:43:59.088Z,frontend,resolve docker.io/library/node:22-alpine@sha256:16e22a550f3863206a3f701448c45f7912c6896a62de43add43bb9c86130c3e2
2026-06-27T02:43:59.090Z,frontend,[internal] load build context
2026-06-27T02:43:59.114Z,backend,resolve docker.io/library/python:3.12-slim@sha256:6c4dd321d176d61ea848dc8c73a4f7dbae8f70e0ee48bb411ea2f045b599fa8e
2026-06-27T02:43:59.308Z,backend,transferring (817391 bytes)
2026-06-27T02:43:59.327Z,backend,[2/5] WORKDIR /app
2026-06-27T02:43:59.327Z,backend,[3/5] COPY requirements.txt .
2026-06-27T02:43:59.327Z,backend,[4/5] RUN pip install --no-cache-dir -r requirements.txt
2026-06-27T02:43:59.327Z,backend,[5/5] COPY . .
2026-06-27T02:43:59.329Z,backend,exporting to image
2026-06-27T02:43:59.332Z,backend,exporting layers
2026-06-27T02:43:59.335Z,backend,exporting manifest sha256:e775259278a29537c52742b4dbdc070cee538ae4bb8c8bfc59981d73bf5fb483
2026-06-27T02:43:59.337Z,backend,exporting config sha256:fbc6a55d0933e37ba012317e2a7d927014bd0b41d4e49078aadca027c5bb3d3c
2026-06-27T02:43:59.382Z,backend,exporting attestation manifest sha256:fad66322d2b9d536b6319943838f67999a1539cbcce8d0d971f627f55e636226
2026-06-27T02:43:59.397Z,backend,exporting manifest list sha256:ae58bb7a67db5c4062b7e1c3ebf29e6c7bb6a11657cd7677fabed7cdef6ec378
2026-06-27T02:43:59.399Z,backend,naming to docker.io/library/yieldscreener-backend:latest
2026-06-27T02:43:59.407Z,backend,unpacking to docker.io/library/yieldscreener-backend:latest
2026-06-27T02:43:59.576Z,frontend,transferring (1618102 bytes)
2026-06-27T02:43:59.603Z,frontend,[deps 2/4] WORKDIR /app
2026-06-27T02:43:59.603Z,frontend,[deps 3/4] COPY package.json ./
2026-06-27T02:43:59.603Z,frontend,[deps 4/4] RUN npm install
2026-06-27T02:43:59.603Z,frontend,[builder 3/5] COPY --from=deps /app/node_modules ./node_modules
2026-06-27T02:43:59.603Z,frontend,[builder 4/5] COPY . .
2026-06-27T02:43:59.603Z,frontend,[builder 5/5] RUN npm run build
2026-06-27T02:43:59.603Z,frontend,[runner 3/5] COPY --from=builder /app/.next/standalone ./
2026-06-27T02:43:59.603Z,frontend,[runner 4/5] COPY --from=builder /app/.next/static ./.next/static
2026-06-27T02:43:59.603Z,frontend,[runner 5/5] COPY --from=builder /app/public ./public
2026-06-27T02:43:59.606Z,frontend,exporting to image
2026-06-27T02:43:59.608Z,frontend,exporting layers
2026-06-27T02:43:59.610Z,frontend,exporting manifest sha256:c7435933e7cd8e2876da0c9434931b0b0b6a5804578698d0382bfaa043e0b6de
2026-06-27T02:43:59.612Z,frontend,exporting config sha256:14d1352effc10833406565959a79415949d8d3a60d3d9f21df22e19bdff42fda
2026-06-27T02:43:59.661Z,frontend,exporting attestation manifest sha256:f56b30d196c26737686b9f5951d71e57d0dc806ebf5bfa597c8d8933c936de67
2026-06-27T02:43:59.676Z,frontend,exporting manifest list sha256:b845b23b1779c0a0eb9b45d4c06b11e8b74865688004c7d6838636b6cdc0bbfc
2026-06-27T02:43:59.678Z,frontend,naming to docker.io/library/yieldscreener-frontend:latest
2026-06-27T02:43:59.686Z,frontend,unpacking to docker.io/library/yieldscreener-frontend:latest
2026-06-27T02:55:47.004Z,backend,[internal] load build definition from Dockerfile
2026-06-27T02:55:47.004Z,backend,[internal] load build definition from Dockerfile
2026-06-27T02:55:47.004Z,frontend,[internal] load build definition from Dockerfile
2026-06-27T02:55:47.004Z,frontend,[internal] load build definition from Dockerfile
2026-06-27T02:55:47.011Z,frontend,transferring (553 bytes)
2026-06-27T02:55:47.022Z,backend,transferring (229 bytes)
2026-06-27T02:55:47.023Z,frontend,[internal] load metadata for docker.io/library/node:22-alpine
2026-06-27T02:55:47.033Z,backend,[internal] load metadata for docker.io/library/python:3.12-slim
2026-06-27T02:55:47.539Z,backend,[internal] load .dockerignore
2026-06-27T02:55:47.539Z,backend,[internal] load .dockerignore
2026-06-27T02:55:47.541Z,frontend,[internal] load .dockerignore
2026-06-27T02:55:47.541Z,frontend,[internal] load .dockerignore
2026-06-27T02:55:47.561Z,backend,[1/5] FROM docker.io/library/python:3.12-slim@sha256:6c4dd321d176d61ea848dc8c73a4f7dbae8f70e0ee48bb411ea2f045b599fa8e
2026-06-27T02:55:47.561Z,backend,[internal] load build context
2026-06-27T02:55:47.562Z,backend,[internal] load build context
2026-06-27T02:55:47.566Z,frontend,[internal] load build context
2026-06-27T02:55:47.566Z,frontend,[deps 1/4] FROM docker.io/library/node:22-alpine@sha256:16e22a550f3863206a3f701448c45f7912c6896a62de43add43bb9c86130c3e2
2026-06-27T02:55:47.594Z,backend,resolve docker.io/library/python:3.12-slim@sha256:6c4dd321d176d61ea848dc8c73a4f7dbae8f70e0ee48bb411ea2f045b599fa8e
2026-06-27T02:55:47.598Z,frontend,resolve docker.io/library/node:22-alpine@sha256:16e22a550f3863206a3f701448c45f7912c6896a62de43add43bb9c86130c3e2
2026-06-27T02:55:47.599Z,frontend,[internal] load build context
2026-06-27T02:55:47.830Z,backend,transferring (832686 bytes)
2026-06-27T02:55:47.859Z,backend,[2/5] WORKDIR /app
2026-06-27T02:55:47.859Z,backend,[3/5] COPY requirements.txt .
2026-06-27T02:55:47.859Z,backend,[4/5] RUN pip install --no-cache-dir -r requirements.txt
2026-06-27T02:55:47.859Z,backend,[5/5] COPY . .
2026-06-27T02:55:48.126Z,frontend,transferring (1618102 bytes)
2026-06-27T02:55:48.148Z,frontend,[deps 2/4] WORKDIR /app
2026-06-27T02:55:48.148Z,frontend,[deps 3/4] COPY package.json ./
2026-06-27T02:55:48.148Z,frontend,[deps 4/4] RUN npm install
2026-06-27T02:55:48.148Z,frontend,[builder 3/5] COPY --from=deps /app/node_modules ./node_modules
2026-06-27T02:55:48.148Z,frontend,[builder 4/5] COPY . .
2026-06-27T02:55:48.148Z,frontend,[builder 5/5] RUN npm run build
2026-06-27T02:55:48.148Z,frontend,[runner 3/5] COPY --from=builder /app/.next/standalone ./
2026-06-27T02:55:48.148Z,frontend,[runner 4/5] COPY --from=builder /app/.next/static ./.next/static
2026-06-27T02:55:48.148Z,frontend,[runner 5/5] COPY --from=builder /app/public ./public
2026-06-27T02:55:48.150Z,frontend,exporting to image
2026-06-27T02:55:48.152Z,frontend,exporting layers
2026-06-27T02:55:48.155Z,frontend,exporting manifest sha256:c7435933e7cd8e2876da0c9434931b0b0b6a5804578698d0382bfaa043e0b6de
2026-06-27T02:55:48.158Z,frontend,exporting config sha256:14d1352effc10833406565959a79415949d8d3a60d3d9f21df22e19bdff42fda
2026-06-27T02:55:48.203Z,frontend,exporting attestation manifest sha256:1fb1ffe84712ce2c4da855574ddd4aba785bc99a0cd4c31d4bf96d08c0a3d8a9
2026-06-27T02:55:48.218Z,frontend,exporting manifest list sha256:26e2e71ba39fefab9b6c1898e2c8c5ed87ac12625ad69932c3b17cf21d4d6bc1
2026-06-27T02:55:48.220Z,frontend,naming to docker.io/library/yieldscreener-frontend:latest
2026-06-27T02:55:48.227Z,frontend,unpacking to docker.io/library/yieldscreener-frontend:latest
2026-06-27T02:55:50.230Z,backend,exporting to image
2026-06-27T02:55:54.140Z,backend,exporting layers
2026-06-27T02:55:54.155Z,backend,exporting manifest sha256:b164dffe02aaf1e42fae6c5d547f582f59fb7aeeeb9bd81581ff012091780c07
2026-06-27T02:55:54.169Z,backend,exporting config sha256:c7647a6af03c55f161abbe58e4188ba163a373ec7821e2c9f2bdbf59cc30bd8f
2026-06-27T02:55:54.214Z,backend,exporting attestation manifest sha256:69ca7e45b4f0decc99236c4ae68a1bb16ac9178a4fc9b45e017b695f5b4e97cf
2026-06-27T02:55:54.229Z,backend,exporting manifest list sha256:757f9a6db04b217718bf0c25e2276a09dd777a2d581f5a374648aabe75b5b82c
2026-06-27T02:55:54.232Z,backend,naming to docker.io/library/yieldscreener-backend:latest
2026-06-27T02:55:55.012Z,backend,unpacking to docker.io/library/yieldscreener-backend:latest
2026-06-27T03:01:15.469Z,frontend,[internal] load build definition from Dockerfile
2026-06-27T03:01:15.469Z,frontend,[internal] load build definition from Dockerfile
2026-06-27T03:01:15.469Z,backend,[internal] load build definition from Dockerfile
2026-06-27T03:01:15.469Z,backend,[internal] load build definition from Dockerfile
2026-06-27T03:01:15.478Z,frontend,transferring (553 bytes)
2026-06-27T03:01:15.486Z,backend,transferring (229 bytes)
2026-06-27T03:01:15.494Z,frontend,[internal] load metadata for docker.io/library/node:22-alpine
2026-06-27T03:01:15.499Z,backend,[internal] load metadata for docker.io/library/python:3.12-slim
2026-06-27T03:01:15.976Z,backend,[internal] load .dockerignore
2026-06-27T03:01:15.976Z,backend,[internal] load .dockerignore
2026-06-27T03:01:15.996Z,frontend,[internal] load .dockerignore
2026-06-27T03:01:15.996Z,frontend,[internal] load .dockerignore
2026-06-27T03:01:15.996Z,backend,[1/5] FROM docker.io/library/python:3.12-slim@sha256:6c4dd321d176d61ea848dc8c73a4f7dbae8f70e0ee48bb411ea2f045b599fa8e
2026-06-27T03:01:15.996Z,backend,[internal] load build context
2026-06-27T03:01:15.996Z,backend,[internal] load build context
2026-06-27T03:01:16.018Z,frontend,[deps 1/4] FROM docker.io/library/node:22-alpine@sha256:16e22a550f3863206a3f701448c45f7912c6896a62de43add43bb9c86130c3e2
2026-06-27T03:01:16.018Z,frontend,[internal] load build context
2026-06-27T03:01:16.024Z,backend,resolve docker.io/library/python:3.12-slim@sha256:6c4dd321d176d61ea848dc8c73a4f7dbae8f70e0ee48bb411ea2f045b599fa8e
2026-06-27T03:01:16.045Z,frontend,[internal] load build context
2026-06-27T03:01:16.045Z,frontend,resolve docker.io/library/node:22-alpine@sha256:16e22a550f3863206a3f701448c45f7912c6896a62de43add43bb9c86130c3e2
2026-06-27T03:01:16.225Z,backend,transferring (817391 bytes)
2026-06-27T03:01:16.243Z,backend,[2/5] WORKDIR /app
2026-06-27T03:01:16.243Z,backend,[3/5] COPY requirements.txt .
2026-06-27T03:01:16.243Z,backend,[4/5] RUN pip install --no-cache-dir -r requirements.txt
2026-06-27T03:01:16.243Z,backend,[5/5] COPY . .
2026-06-27T03:01:16.246Z,backend,exporting to image
2026-06-27T03:01:16.248Z,backend,exporting layers
2026-06-27T03:01:16.251Z,backend,exporting manifest sha256:b164dffe02aaf1e42fae6c5d547f582f59fb7aeeeb9bd81581ff012091780c07
2026-06-27T03:01:16.253Z,backend,exporting config sha256:c7647a6af03c55f161abbe58e4188ba163a373ec7821e2c9f2bdbf59cc30bd8f
2026-06-27T03:01:16.299Z,backend,exporting attestation manifest sha256:37b29dda8e00668cfa13b2d544d76657ad3efc791c59ff41891436f6b968eb0e
2026-06-27T03:01:16.313Z,backend,exporting manifest list sha256:d834f4ee36514e8efa1d97f0c99752fd87e426e929c20add7d7dcb7caace92db
2026-06-27T03:01:16.316Z,backend,naming to docker.io/library/yieldscreener-backend:latest
2026-06-27T03:01:16.324Z,backend,unpacking to docker.io/library/yieldscreener-backend:latest
2026-06-27T03:01:16.523Z,frontend,transferring (1618102 bytes)
2026-06-27T03:01:16.551Z,frontend,[deps 2/4] WORKDIR /app
2026-06-27T03:01:16.551Z,frontend,[deps 3/4] COPY package.json ./
2026-06-27T03:01:16.551Z,frontend,[deps 4/4] RUN npm install
2026-06-27T03:01:16.551Z,frontend,[builder 3/5] COPY --from=deps /app/node_modules ./node_modules
2026-06-27T03:01:16.551Z,frontend,[builder 4/5] COPY . .
2026-06-27T03:01:16.551Z,frontend,[builder 5/5] RUN npm run build
2026-06-27T03:01:16.551Z,frontend,[runner 3/5] COPY --from=builder /app/.next/standalone ./
2026-06-27T03:01:16.551Z,frontend,[runner 4/5] COPY --from=builder /app/.next/static ./.next/static
2026-06-27T03:01:16.551Z,frontend,[runner 5/5] COPY --from=builder /app/public ./public
2026-06-27T03:01:16.554Z,frontend,exporting to image
2026-06-27T03:01:16.555Z,frontend,exporting layers
2026-06-27T03:01:16.558Z,frontend,exporting manifest sha256:c7435933e7cd8e2876da0c9434931b0b0b6a5804578698d0382bfaa043e0b6de
2026-06-27T03:01:16.560Z,frontend,exporting config sha256:14d1352effc10833406565959a79415949d8d3a60d3d9f21df22e19bdff42fda
2026-06-27T03:01:16.620Z,frontend,exporting attestation manifest sha256:a6f9349b125b80e60617c0e082526548f3ec2e762e62935b80930628c43a897e
2026-06-27T03:01:16.636Z,frontend,exporting manifest list sha256:3bc57016b47e32129bd81fa7863b69535c2ab673c35529051746312faa38d934
2026-06-27T03:01:16.639Z,frontend,naming to docker.io/library/yieldscreener-frontend:latest
2026-06-27T03:01:16.647Z,frontend,unpacking to docker.io/library/yieldscreener-frontend:latest
2026-06-28T01:18:17.865Z,backend,[internal] load build definition from Dockerfile
2026-06-28T01:18:17.865Z,backend,[internal] load build definition from Dockerfile
2026-06-28T01:18:17.886Z,backend,transferring (229 bytes)
2026-06-28T01:18:17.905Z,backend,[internal] load metadata for docker.io/library/python:3.12-slim
2026-06-28T01:18:18.497Z,backend,[internal] load .dockerignore
2026-06-28T01:18:18.497Z,backend,[internal] load .dockerignore
2026-06-28T01:18:18.520Z,backend,[1/5] FROM docker.io/library/python:3.12-slim@sha256:6c4dd321d176d61ea848dc8c73a4f7dbae8f70e0ee48bb411ea2f045b599fa8e
2026-06-28T01:18:18.520Z,backend,[internal] load build context
2026-06-28T01:18:18.520Z,backend,[internal] load build context
2026-06-28T01:18:18.600Z,backend,resolve docker.io/library/python:3.12-slim@sha256:6c4dd321d176d61ea848dc8c73a4f7dbae8f70e0ee48bb411ea2f045b599fa8e
2026-06-28T01:18:19.056Z,backend,transferring (827134 bytes)
2026-06-28T01:18:19.072Z,backend,[2/5] WORKDIR /app
2026-06-28T01:18:19.072Z,backend,[3/5] COPY requirements.txt .
2026-06-28T01:18:19.072Z,backend,[4/5] RUN pip install --no-cache-dir -r requirements.txt
2026-06-28T01:18:19.072Z,backend,[5/5] COPY . .
2026-06-28T01:18:21.832Z,backend,exporting to image
2026-06-28T01:18:25.843Z,backend,exporting layers
2026-06-28T01:18:25.868Z,backend,exporting manifest sha256:b444aabfad68e52b5593c96df4f008fa8f78e999cc377e5f483fa1b91cb2c8a5
2026-06-28T01:18:25.886Z,backend,exporting config sha256:9fee26192317691819216983b8e50f16a599d5758d905b8ffe09e199e8033d2c
2026-06-28T01:18:25.933Z,backend,exporting attestation manifest sha256:968d0d32e4174acc49d02f8074c12319e4490a3963aba280a97800a61a50d84a
2026-06-28T01:18:25.952Z,backend,exporting manifest list sha256:90831e3d43e24a69674133c572167ff0f946af18db17996271984c380f12bc3a
2026-06-28T01:18:25.954Z,backend,naming to docker.io/library/yieldscreener-backend:latest
2026-06-28T01:18:26.419Z,frontend,
2026-06-28T01:18:26.419Z,frontend,> yield-screener-frontend@0.1.0 build
2026-06-28T01:18:26.419Z,frontend,> next build
2026-06-28T01:18:26.839Z,backend,unpacking to docker.io/library/yieldscreener-backend:latest
2026-06-28T01:18:27.200Z,frontend,Attention: Next.js now collects completely anonymous telemetry regarding usage.
2026-06-28T01:18:27.200Z,frontend,This information is used to shape Next.js' roadmap and prioritize features.
2026-06-28T01:18:27.200Z,frontend,"You can learn more, including how to opt-out if you'd not like to participate in this anonymous program, by visiting the following URL:"
2026-06-28T01:18:27.200Z,frontend,https://nextjs.org/telemetry
2026-06-28T01:18:27.200Z,frontend,
2026-06-28T01:18:27.333Z,frontend,▲ Next.js 15.5.19
2026-06-28T01:18:27.458Z,frontend,Creating an optimized production build ...
2026-06-28T01:18:32.950Z,frontend,✓ Compiled successfully in 3.9s
2026-06-28T01:18:32.956Z,frontend,Linting and checking validity of types ...
2026-06-28T01:18:34.292Z,frontend,
2026-06-28T01:18:34.292Z,frontend,./src/app/layout.tsx
2026-06-28T01:18:34.292Z,frontend,18:9  Warning: Custom fonts not added in `pages/_document.js` will only load for a single page. This is discouraged. See: https://nextjs.org/docs/messages/no-page-custom-font  @next/next/no-page-custom-font
2026-06-28T01:18:34.292Z,frontend,
2026-06-28T01:18:34.292Z,frontend,./src/components/screener/FilterRail.tsx
2026-06-28T01:18:34.292Z,frontend,263:9  Warning: 'dtePresetActive' is assigned a value but never used.  @typescript-eslint/no-unused-vars
2026-06-28T01:18:34.292Z,frontend,
2026-06-28T01:18:34.292Z,frontend,info  - Need to disable some ESLint rules? Learn more here: https://nextjs.org/docs/app/api-reference/config/eslint#disabling-rules
2026-06-28T01:18:34.837Z,frontend,Collecting page data ...
2026-06-28T01:18:35.655Z,frontend,Generating static pages (0/8) ...
2026-06-28T01:18:36.101Z,frontend,Generating static pages (2/8)
2026-06-28T01:18:36.101Z,frontend,Generating static pages (4/8)
2026-06-28T01:18:36.101Z,frontend,Generating static pages (6/8)
2026-06-28T01:18:36.101Z,frontend,✓ Generating static pages (8/8)
2026-06-28T01:18:36.448Z,frontend,Finalizing page optimization ...
2026-06-28T01:18:36.448Z,frontend,Collecting build traces ...
2026-06-28T01:18:45.370Z,frontend,
2026-06-28T01:18:45.372Z,frontend,Route (app)                                 Size  First Load JS
2026-06-28T01:18:45.372Z,frontend,┌ ○ /                                    8.02 kB         114 kB
2026-06-28T01:18:45.372Z,frontend,├ ○ /_not-found                            991 B         103 kB
2026-06-28T01:18:45.372Z,frontend,├ ○ /account                             1.94 kB         108 kB
2026-06-28T01:18:45.372Z,frontend,├ ○ /login                                2.1 kB         104 kB
2026-06-28T01:18:45.372Z,frontend,├ ○ /screener                            10.3 kB         113 kB
2026-06-28T01:18:45.372Z,frontend,└ ○ /signup                              2.18 kB         105 kB
2026-06-28T01:18:45.372Z,frontend,"'+ First Load JS shared by all             102 kB"
2026-06-28T01:18:45.372Z,frontend,├ chunks/255-98a0bdaa30757bda.js       46.2 kB
2026-06-28T01:18:45.372Z,frontend,├ chunks/4bd1b696-c023c6e3521b1417.js  54.2 kB
2026-06-28T01:18:45.372Z,frontend,└ other shared chunks (total)          1.92 kB
2026-06-28T01:18:45.372Z,frontend,
2026-06-28T01:18:45.372Z,frontend,
2026-06-28T01:18:45.372Z,frontend,○  (Static)  prerendered as static content
2026-06-28T01:18:45.404Z,frontend,npm notice
2026-06-28T01:18:45.404Z,frontend,npm notice New major version of npm available! 10.9.8 -> 11.17.0
2026-06-28T01:18:45.404Z,frontend,npm notice Changelog: https://github.com/npm/cli/releases/tag/v11.17.0
2026-06-28T01:18:45.404Z,frontend,npm notice To update run: npm install -g npm@11.17.0
2026-06-28T01:18:45.404Z,frontend,npm notice
2026-06-28T01:18:48.659Z,yieldscreener/db,
2026-06-28T01:18:48.659Z,yieldscreener/db,PostgreSQL Database directory appears to contain a database; Skipping initialization
2026-06-28T01:18:48.659Z,yieldscreener/db,
2026-06-28T01:18:48.704Z,yieldscreener/db,"2026-06-28 01:18:48.703 UTC [1] LOG:  starting PostgreSQL 16.14 on x86_64-pc-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit"
2026-06-28T01:18:48.704Z,yieldscreener/db,"2026-06-28 01:18:48.704 UTC [1] LOG:  listening on IPv4 address ""0.0.0.0"", port 5432"
2026-06-28T01:18:48.704Z,yieldscreener/db,"2026-06-28 01:18:48.704 UTC [1] LOG:  listening on IPv6 address ""::"", port 5432"
2026-06-28T01:18:48.708Z,yieldscreener/db,"2026-06-28 01:18:48.708 UTC [1] LOG:  listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432"""
2026-06-28T01:18:48.714Z,yieldscreener/db,2026-06-28 01:18:48.714 UTC [29] LOG:  database system was shut down at 2026-06-27 03:01:42 UTC
2026-06-28T01:18:48.721Z,yieldscreener/db,2026-06-28 01:18:48.721 UTC [1] LOG:  database system is ready to accept connections
2026-06-28T01:18:54.617Z,yieldscreener/frontend,   ▲ Next.js 15.5.19
2026-06-28T01:18:54.617Z,yieldscreener/frontend,   - Local:        http://169becfca65a:3000
2026-06-28T01:18:54.617Z,yieldscreener/frontend,   - Network:      http://169becfca65a:3000
2026-06-28T01:18:54.617Z,yieldscreener/frontend,
2026-06-28T01:18:54.617Z,yieldscreener/frontend, ✓ Starting...
2026-06-28T01:18:54.674Z,yieldscreener/frontend, ✓ Ready in 64ms
2026-06-28T01:18:54.877Z,yieldscreener/backend,INFO  [alembic.runtime.migration] Context impl PostgresqlImpl.
2026-06-28T01:18:54.877Z,yieldscreener/backend,INFO  [alembic.runtime.migration] Will assume transactional DDL.
2026-06-28T01:18:56.123Z,yieldscreener/backend,INFO:     Started server process [8]
2026-06-28T01:18:56.123Z,yieldscreener/backend,INFO:     Waiting for application startup.
2026-06-28T01:18:56.123Z,yieldscreener/backend,INFO:     Application startup complete.
2026-06-28T01:18:56.124Z,yieldscreener/backend,INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
2026-06-28T01:19:02.080Z,yieldscreener/backend,"INFO:     172.18.0.5:40130 - ""GET /api/auth/me HTTP/1.1"" 401 Unauthorized"
2026-06-28T01:19:02.954Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=AAPL&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:02.956Z,yieldscreener/backend,/usr/local/lib/python3.12/site-packages/yfinance/scrapers/quote.py:677: Pandas4Warning: Timestamp.utcnow is deprecated and will be removed in a future version. Use Timestamp.now('UTC') instead.
2026-06-28T01:19:02.956Z,yieldscreener/backend,"  start = pd.Timestamp.utcnow().floor(""D"") - datetime.timedelta(days=365 // 2)"
2026-06-28T01:19:02.956Z,yieldscreener/backend,/usr/local/lib/python3.12/site-packages/yfinance/scrapers/quote.py:679: Pandas4Warning: Timestamp.utcnow is deprecated and will be removed in a future version. Use Timestamp.now('UTC') instead.
2026-06-28T01:19:02.956Z,yieldscreener/backend,"  end = pd.Timestamp.utcnow().ceil(""D"")"
2026-06-28T01:19:06.505Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=AAPL&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:06.931Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/AAPL?modules=calendarEvents&corsDomain=finance.yahoo.com&formatted=false&symbol=AAPL&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:08.552Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/MSFT?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=MSFT&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:10.998Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/MSFT?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=MSFT&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:11.428Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/GOOGL?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=GOOGL&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:14.121Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/AMZN?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=AMZN&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:14.562Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/MSFT?modules=calendarEvents&corsDomain=finance.yahoo.com&formatted=false&symbol=MSFT&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:17.009Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/META?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=META&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:18.904Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/GOOGL?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=GOOGL&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:19.672Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/NVDA?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=NVDA&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:22.183Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/TSLA?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=TSLA&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:22.610Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/GOOGL?modules=calendarEvents&corsDomain=finance.yahoo.com&formatted=false&symbol=GOOGL&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:24.673Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/JPM?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=JPM&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:26.687Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/AMZN?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=AMZN&crumb=Edge%3A+Too+Many+Requests
2026-06-28T01:19:27.329Z,yieldscreener/backend,429 Client Error: Too Many Requests for url: https://query2.finance.yahoo.com/v10/finance/quoteSummary/BAC?modules=financialData%2CquoteType%2CdefaultKeyStatistics%2CassetProfile%2CsummaryDetail&corsDomain=finance.yahoo.com&formatted=false&symbol=BAC&crumb=Edge%3A+Too+Many+Requests
